Identifier,h_jkdz1,h_jkdz2,h_jkdz3,h_jkdz4,h_jkdz5,h_jkdz6,h_jkdz7,h_jkdz8,h_jkdz9,h_jkdz10,h_jkdz11,h_jkdz12,h_jkdz13,h_jkdz14,h_jkdz15,h_jkdz16,h_jkdz17,h_jkdz18,h_jkdz19,h_jkdz20,h_jkdz21,h_jkdz22,h_jkdz23,h_jkdz24,h_jkdz25,nc_jbdz11,nc_jbdz12,nc_jbdz13,nc_jbdz14,nc_jbdz15,nc_jbdz16,nc_jbdz17,nc_jbdz18,nc_jbdz19,nc_jbdz110,nc_jbdz111,nc_jbdz112,nc_jbdz113,nc_jbdz114,nc_jbdz115,nc_jbdz116,nc_jbdz117,nc_jbdz118,nc_jbdz119,nc_jbdz120,nc_jbdz121,nc_jbdz122,nc_jbdz123,nc_jbdz124,nc_jbdz125,ns_PT1,ns_PT2,ns_PT3,ns_PT4,ns_PT5,ns_PT6,ns_PT7,ns_PT8,ns_PT9,ns_PT10,ns_PT11,ns_PT12,ns_PT13,ns_PT14,ns_PT15,ns_PT16,ns_PT17,ns_PT18,ns_PT19,ns_PT20,ns_PT21,ns_PT22,ns_PT23,ns_PT24,ns_PT25,s_ZX1,s_ZX2,s_ZX3,s_ZX4,s_ZX5,s_ZX6,s_ZX7,s_ZX8,s_ZX9,s_ZX10,s_ZX11,s_ZX12,s_ZX13,s_ZX14,s_ZX15,s_ZX16,s_ZX17,s_ZX18,s_ZX19,s_ZX20,s_ZX21
group,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe
C01120,1072229.625,1243205.625,980357.1875,943592.875,1281395.25,796931.75,1235402.125,1272088.125,1049985.25,993257.5,923331.0625,756350.375,656755.6875,1165123.75,937805.25,330012.4063,1095358.5,1376975.5,962425.5625,1375508,986999.125,1108080.25,973186.125,866690.125,1000320.438,805480.875,366447.6563,256246.8906,714191.125,545071.6875,325206.8438,570122.75,802695.9375,834195.1875,711030.875,277244.2813,794307.3125,585831,607187.375,595643.3125,729904.3125,335969.5313,942140.0625,696848.6875,877956.9375,522794.9688,231308.0469,521871.0938,603250,844872.75,618460.25,465598.4375,522849.4063,469564.4063,424750.2188,843742.5,473408.25,622694.5625,456008.1875,592939.6875,409574.2813,507480.25,396557.3438,478224.125,682883.3125,374715.5938,568859.3125,494276.4063,291075.375,492982.5313,443071.5938,410364.7813,363277.5625,585333,785981.625,302007.1875,301235.5,324259.7188,647320.6875,229227.4219,646001.8125,380773.5,404164.1563,288566.5938,672266.1875,300051.0313,504023.5938,673963.8125,570190.5625,552695.75,276054.8125,630187.875,224544.4844,382497.8125,423227.7813,515308.0625
C08283,408230624,369356640,92547552,44901560,209532224,230937584,58065344,242372656,495383872,363145696,56754260,152627744,57611968,244123648,203912160,616061056,394992416,250244672,426073920,539511616,148969952,120343320,117246920,223505344,429689856,191804240,126085152,183676624,115836840,57253324,167019408,107588656,264741808,23093846,904143232,198924688,21448698,554700736,760741760,39814176,127161568,105477768,156859792,181220112,11703810,173991584,240859312,170568544,93518928,214745392,402600736,266219248,177540720,203758624,180642976,156695648,56411644,9734839,119397360,102859112,53402620,293225344,192297968,601839104,191932384,37405668,69591504,214060656,12678320,129180872,7625409,186009600,240028768,252476112,7356029.5,128504904,83920152,77873176,1063763456,51707948,308591168,522592768,325059616,30344288,145260528,1075997440,274567232,123924680,98194224,77238728,17028618,66303516,23399462,162530448,629113664,476299680
C00042,8102679,6525031,5298627,5198890,11184273,4126764.25,7061330,5560022.5,9519024,8560096,7157761.5,7355829.5,8436958,10290329,7109989.5,4626970.5,8517690,8378584,10573202,8873255,9005817,15012538,7946976.5,7056620.5,5937291,6988241.5,19615586,15145683,14351973,6956407.5,8080925.5,6578218,6861516,7339464.5,9056014,8749133,9892964,4490150,6761537.5,15557791,7948862.5,4652194.5,7742423.5,6745684,8604304,6527257,5695510.5,8209733,7505482.5,4856967.5,7702135.5,6549414.5,4953399.5,3342374.5,4895794,3906252,5462151.5,8423042,5330556.5,4310404,7898203,5071904,4145816.75,5182606,8947452,6653214.5,3965071.75,7245591,6759061,6568825,5022602.5,4134898.25,6586513.5,5822250,4381110.5,7027070,5913841.5,8236679,10517058,3035259,8927761,6995752,7056385.5,4622712,6394428,6057705,4020595.25,5575433,5336031,6761302,7113986.5,6436513,3260264.5,48417108,8163152.5,5925672
C00089,400162.4375,1731450.125,4757930.5,15210155,3289574.25,17113232,6275811,6997119,3848533,27839752,21795738,1912780.5,463419.5625,524117.25,30277808,20358492,3226578.5,21958452,16352200,454424.0938,2373251,3222400,3470825.25,11646885,2868480.75,80645.8047,,2462562.75,,,29842.5977,49471.7852,68008.3047,549787.1875,,,15041965,96242.9453,116582.375,,,470958.75,662727.875,55015.668,249380.2188,83258.5313,1326237.5,114093.3359,232061.5625,441466.8438,392373.0938,825317.75,1522238,43930.9023,40703.0938,115343.4297,300417.4375,317445.3438,23938.2539,,,61177.6719,169272.1563,567364.8125,1456378.875,,49286.75,707537.625,,201120.2031,291901.5313,,35496.3906,1376813.75,35720.9336,558576,2203985.5,93966.125,661295.625,,,636535.375,,168064.6875,269263.125,8080265.5,7160890.5,1573216.25,216352.0938,,33981.582,250847.0313,314212.0625,1413727.25,797707.25,
C00245,177537440,179540928,146688368,136305456,172963360,75435400,121148416,128751192,115958128,123837072,103095928,87596224,71319584,131981544,120077904,39166392,148446320,183893344,117933360,136062512,130252904,141240128,137948656,164068752,103007888,196789008,140978240,29838582,137680640,110326632,62983636,59455616,149841312,142083392,102478472,18605652,141555088,107808416,135319392,146070880,153289920,68024352,138835024,107775096,129659200,85331992,36629772,82639976,70761552,88110096,133683488,77416224,89426272,78032944,87842640,45689992,67029956,94634832,73095112,89672696,83598832,82630808,71961656,60827628,96637624,68374960,32978248,89158824,58668180,98831400,71134312,45640376,71486784,71098512,90148600,55114284,50652604,33906840,99309688,73624976,77864984,75999952,72071656,36176876,99526024,43182996,81088632,108613568,67570760,85268248,46437744,83503376,30063912,90918328,76987288,63836592
C05465,1470458.5,1547943.375,1548975,937740.1875,1019301.938,2966657.75,2954825.75,1685133.5,2039324.5,6081388.5,4144627,2209272.25,1801381.5,6645224,2568959.75,3847476,3618906,2135639.5,284927.5625,10490510,3711616.25,2642592.25,540045.75,2837999.5,796022.5625,404771.375,470607136,1823406.25,31625524,236617.5,217340176,3688625.5,9351356,2018641.75,4221852.5,1570913.375,7948005.5,387592.8125,415017.5938,13563224,2086408.75,335061.8125,153406.2031,91627.0781,330549.0938,6542890.5,16438483,560470.9375,602958.625,3456811,937015.0625,4396461,13059242,808132.5,5325840,1100623.125,850637.1875,5228453.5,8957273,9946682,449411.4063,870625.5625,696304.875,395760.25,2693070.75,21455500,1453414.25,6135870,1548426.625,607207.4375,3240959.75,328380.5,1965681.25,2131282.75,4690862.5,1396670.75,1296558.25,3232805,4006912.25,1004230.188,11972521,14602656,8870596,2618005.75,3504123.5,2063793.75,7931922,821717.8125,4593283,3987925.5,14059113,2993973.25,435311.0313,2940664,19568034,229297.4844
C05122,285681.5,648239.1875,373429.6875,183768.2188,78147.2969,533832.25,689941.9375,307086.125,525218,411617.8125,368545.25,566613,119493.6563,1136067.5,458669.9063,1170577.25,532016.0625,151281.2813,,1255827.25,355026.9688,418734.4063,41310.582,460472.6563,92455.9375,67467.3359,283764288,193497.1406,9991640,85549.4063,57222392,354079.5625,3069529.25,96645.2109,636717.125,323109.25,926992.875,,153685.0469,2782710.75,454191.75,349970,,,,2087480.375,5199320,,147706.4219,844112.625,77899.375,2130832,2580798.5,391118.5313,1672565.125,163352.25,301020.1563,2085509.875,1940164.5,4672262,,80354.1563,,794197.1875,393310.375,2645534.25,309325.0313,5865203,518419.9688,54582.3555,329294.0938,56359.6016,2026961.625,332999.75,938269.75,516603.7188,338881.125,3745640.5,1388271.625,92372.3359,3963229.75,2314670.25,2627483.5,717513.875,345685.8438,170982.9531,1811231.5,875836.875,1147170,691506,2279827,718951.875,67749.9453,2920112.5,2250503.75,
C05463,2613187.5,705116.1875,2743672.5,,67927.8672,10498812,744003.5,2528782,1376162.375,1288711.375,714037.375,714180.75,470012.5938,,442745.8438,1655271.625,744003.5,861565,88252.3516,4405399.5,,943845.6875,,2837838.25,288200.625,,,,,,,592318.25,7863464.5,,366666.6875,1122782.875,597777.3125,,75070.0156,8405454,,146425.0938,,,56007.3516,1853599.125,810267.0625,11850.9229,,460717.9688,1283639.375,,1783227.625,14996.9131,754461.1875,,614765.375,641646.9375,38540668,2962535,60135.3086,673208.9375,,773826.25,891278,1295761,,1640621.625,3779255.75,229990.6406,532754.4375,109849.4688,1129497.125,547672.1875,965755,140524.6719,,504177.5938,287234.9063,376135.875,,4232370,594853.0625,1083792.25,560672.375,,1752567.125,805078.4375,,331408.7813,149992.9844,1558425,,131074.5938,957941,
C03642,435800,735507.375,1192836.25,,323370.25,2767079,77787.5625,2596626.25,429581.4375,1491365.375,939163.125,605074.5,431110.75,56154.0039,,1501093.375,131417.6563,729268.125,617915.375,2518702.75,,1291417.25,,1495306.625,723401.4375,,6437056.5,,139085.9375,1797796.125,3578167.75,203048.5,2333277,76087.8281,1438565.5,7025600,394451.4375,76484.1719,56767.3477,14592469,58039.8984,8774556,100872.5078,56654.4766,1279243.125,2116222.75,435519.75,53387.8047,,101436.7109,4228326.5,52536.6133,150532.7813,,912454.6875,279390.375,261862.9219,150485.7656,6149210,1340393,440489.2813,628823.9375,,254372.5938,444015.5,199295.5156,50392.3984,359882.5,7302241,1142958.875,42087.1563,27638.3496,523589.1563,923135.875,247721.6875,273156.9375,242622.0313,,218738.4375,1538362.375,797311.125,281708.4688,347445.6875,4895658,2481736,51688.3789,397264.5,848332.5,38267.0469,173072.0938,113487.9844,680423.5625,,436080.2188,163307.875,37869.2422
C01047,405485.4375,340835.5313,86091.4453,3123794,61583.0117,221423.4219,2754576.5,,167508.1875,,,,,33227946,27131718,,,,,218707.5,4803052,,,,201672.8594,,77099.4141,,,,,,402378.9375,,4027205.5,,4761404.5,218707.5,,,,,2793495.75,,,,,,,,,215991.5938,,,30792.041,,,,,,,,117838.1172,,49171.3789,,162811.625,,,83437.3125,,,499064.0313,,,,,,172787.5,,,,,,,,,,,,,,,,121206.9531,
C07480,1471999,,,2424254.5,,390019.5625,705027.3125,,173230.9531,,216965.0938,,,1668589.25,3629630,524481.75,,2333334,612165,109490.0078,1890808,,1614310.875,,591005.6875,,410903.4063,,,,,,569818,615154.25,9377409,,2360533,208323.2188,,137017.0156,,,701069.9375,132585.8906,,,,,548630.3125,,,,,,,173627.6406,,,,,,,334116,875143.125,,,1815320.25,,,,40344.332,,,,,1867891.125,2155724.5,,,,248490.9531,121574.2266,,,,,,,513452.9688,,121271.5469,,,121252.75,,
C07130,2707684,,295382,6812919,,778087,2097686,,330639.5313,,408799.5625,119069.8672,,3278033.25,7361631.5,,,,1941609.875,661752.25,7853554.5,,2738323.75,,885597.0625,474265.0313,5266520,,,,,,771545,1267242,30022518,,5527350.5,428701.2813,,540382.3125,,117144.5078,901537.75,276980.625,,1141588.875,,,3639488,,,,,,,7480787,,,,,192004.6094,,883689.0625,,350456.4063,,3864448.5,,,,262355.3438,,,,,3808959.25,607181,,164636,,672914,421744,,,,774816,868260.1875,276883.0625,2566977.5,,758748.5625,77379.1406,,650087.25,774816,157608.4219
C01620,231356992,320825760,132914016,143945584,223982016,365356576,232281056,331304032,280347936,240672256,73005656,249049232,223876752,212673040,247934544,218178864,286078624,300604352,330720000,423663808,223125968,123000184,99603768,332484416,278641952,260375072,70011664,329595008,176700672,72091160,130482320,93101640,252866832,183479104,76924176,385749120,47134084,247226992,227303568,141797504,88557912,165412784,153283424,265821936,298311456,140698592,98726072,206454720,193512288,207876480,215655600,114235272,174772912,175654768,354484160,220041360,153848176,45821420,179390384,80123648,252689376,360529024,238393280,83481352,213271920,174652272,81448520,97862200,135358592,157912672,163022272,100599920,147116400,260470704,232461168,210889008,181669792,54189360,439287840,116824896,375115552,374223232,209079744,169101152,133726656,73242192,443931328,107728848,80339400,173424384,95134744,240657536,52856348,199046560,339155168,119124072
C00188,183758848,232752080,208693888,197589808,323828896,267915968,171783200,240015632,252220864,292375584,239057344,270401856,157983296,222014240,425053088,202328816,265266272,288948864,289757824,272424064,269131296,346346176,284096000,686120576,174295328,210853488,419967616,331287872,450901600,519047552,412638816,504503840,203073520,195691424,202688432,198334560,347350048,336857888,275341408,210078032,245652752,175711840,198826656,297508608,550360768,343133632,398096384,182086416,195526576,393491328,87464248,144582576,131122016,107339344,159620576,111703352,107037864,206937136,169961936,154629424,154858064,191993952,132026320,165912208,125154352,127471888,107985096,219730944,159410736,201836704,174794880,143826640,185233120,209219088,183493104,102331688,129362672,83404632,225591648,81579840,273309408,125277056,125019464,276850880,168424656,116964624,128498344,212968976,212694464,154691440,123963664,176616320,64616800,161051824,186081904,167317024
C01829,397766.7188,423776.125,607259.375,645042.9375,771668.375,417297.0625,631532.3125,909567,652258.125,802041.0625,609239.1875,429236.5313,451666.7188,462562.5,485866.0625,669690,442872.4375,500669.5625,711231.6875,785828.75,410556.2188,371023.5938,386072.625,588089,572640.8125,642909.5625,469714.9063,67369,751849.6875,473827.0625,449343.7188,652691.6875,852325.5,803819.5,779001.9375,110608.2188,661085.25,786313.1875,579411.875,464178.625,638206.5,49495.8672,613706.125,656720.3125,531327.5,423105.0625,71943.5781,858088.4375,620775.625,558887.0625,243247.3281,507193.6563,601533.5,338349.0938,768309.375,843325,438939.9688,722673.1875,475073.5625,461948.6563,532861.875,532170.75,491289.1875,306479.1563,479363.375,260219.375,575054.125,396731.1875,505455.9688,684613,637360.5625,321492.3125,247652.0313,715930.875,343349.0625,429047.0625,384557.5625,447551.2813,402304.2813,229620.4844,307434.9063,408544.3125,341253.2188,155564.0313,337416.6875,287469.3125,368317.9688,327919.4375,286349.5625,694477.5625,441869.8125,378778.5625,241691.6094,430168.1875,316507.9063,234233.6094
C01015,83428512,29491722,60662196,39621284,67712000,30629756,33360104,61886164,65762392,59554228,50082380,43251368,51227408,26004176,52632188,31923814,21721834,116998800,30323264,42682660,51620504,37514756,48684068,106280736,30455016,45688348,21386628,50920832,63999620,24920782,34879980,23356908,44565656,28388254,40414016,25623856,117662576,25992208,38636028,22049638,76493984,26024254,23239792,39216996,20603266,70925744,52304392,39059488,34395040,24273590,24131338,38110904,9340878,10707304,17474150,11720890,13081818,39282884,24842886,28547262,21349998,61716412,24271436,29238910,31089530,15153760,18010412,29528200,8033764,19217532,16666428,9242717,26936030,27476476,46157612,9956487,17102528,14643847,70836096,11715019,22353290,13525222,16795922,22800838,24023340,12898847,10571758,15239116,13724078,17691096,13143476,15760896,5746302,13507024,15380956,14485024
C01104,45079356,48119612,22176960,24695896,28094490,66405548,35714460,46378168,33446490,27675024,54541080,58158808,16306242,9727477,43717984,57481764,58917028,94957344,73421656,36144316,119923000,78772608,130327768,55189592,104541536,26822736,52122380,16038732,19429532,109185520,11127605,2180900.75,54466852,14817815,28816508,27024704,52790200,25774998,22888046,25880028,57601836,8676860,62311496,17000356,14327962,32626806,16937422,8962259,11678325,1056894.5,39242464,48791616,1902488.75,746651.25,12763857,11203654,11640427,21790210,60975332,19264008,13190559,88650472,17026648,25743632,16748294,30776902,4664864,20492568,26099506,34217656,9706634,13243669,25419124,47261104,27791182,3456267,97335240,8092760,422949504,11706861,39082220,9047854,20899330,20358210,17058404,20288638,29272964,82589072,911581.5,5336879.5,3719807.5,14890164,6510329,19719760,4427783.5,30499504
C00082,208853520,259167616,210875872,240782912,315222656,307497792,202301952,321512832,388671072,395148576,251387248,327021408,248969248,401016128,364653472,172536304,322818752,163032592,251621504,256063728,647569408,366730336,411159232,406050048,215952272,346671104,812540416,354186016,668324736,256964192,568699200,365246144,245674544,268292368,332716672,316995200,321791584,196314864,305408320,237003152,384965344,336799680,327490624,301829632,727663552,275599200,448917632,217951456,374866784,299150240,184081664,262007344,243378720,174536992,312239840,148115728,149467968,332512672,316253888,363041248,180770576,185809840,183706720,216448976,180239648,311980448,126719232,281129216,232854720,268804352,226162016,407854880,257660864,296560000,276859968,245481568,277155808,300533408,333582176,186428016,334093120,578699520,186211440,426917152,269368768,332018752,283437888,294251296,281598624,448449120,275424736,235610704,133396784,347476544,588039680,267802288
C00106,,76904.9609,76602.0703,76907.5703,,151956.8125,45274.8203,111199.9688,188176.2813,74838.5703,111111.3828,61196.457,75345.4531,142134.2656,166450.0625,,87392.5391,177857.5625,155128.2656,144405.4531,72214.7109,123292.2656,,,102118.1719,135548.625,222455.7969,405478.875,87629.8906,261224.25,157392.1719,122374.4219,155923.125,145704.3125,150275.625,135770.6563,674361.125,173400.7031,417569.3125,1103981.125,359387.0938,199535.8594,197518.375,166864.2656,197748.9531,150667.2656,247909.1563,144922.5469,133659.7031,143461.1563,204376.9531,,109177.5234,,98776.4219,,44145.3281,153013.8594,149662.0469,101995.8281,221747.1094,114988.4609,125010.5859,82128.5234,225955.1719,,94451.9141,92745.9531,152689.625,52792.4844,99936.0859,,115236.6875,118530.7891,207324.8281,144664,164400.4219,,347969.0625,41191.543,218705.0781,,222670.3281,165725.6563,223348.9375,143623.6875,133792.0469,113475.1016,81861.0313,266714.5,179745.1875,142525.8281,124423.2344,572563.875,,178081.1719
C00366,60727812,49444032,45887008,82008376,40115284,46128112,50008760,37633852,51663548,82471616,58163980,78050296,73668000,55722032,119839072,50337936,28027370,34608576,65864096,87229456,96961344,20772886,65359016,91702720,49004112,75549232,56709576,60522060,65684352,84862376,23948104,48267224,48146876,43117580,74187720,25789122,40383336,20419764,45682788,58315620,31690380,49114864,63139936,74105320,15549337,60322052,24821066,97566608,39117940,18142642,60676220,50749008,74460104,31751088,63772724,55632708,42133520,61874844,30477902,58104764,84851976,37869964,30119598,38309000,73656728,45728500,91927456,131831456,101473000,67101512,66062336,25144314,50448684,19624300,37092288,45924272,66723076,35029688,31819288,54591716,39254000,37480856,91185848,39552980,58033700,25306864,37230856,31883598,25606848,139040000,17954150,46705356,22909120,38125836,15121272,76135272
C00086,513909024,350004448,394116832,261449312,445336608,621549952,288703264,339931040,504093344,418579136,316226752,359258240,270299968,240874736,289326592,231263520,261020400,489267136,447680288,505852512,315562176,339368864,372692448,242125696,329630752,308711872,240509728,8989203456,421914752,636351936,691733632,234488704,485750432,267479536,626155328,1084772480,297860512,638996416,341403872,208000912,187364128,560298752,458352512,361567424,257758064,702113280,1355935744,226950432,245783280,257293888,222016224,217972928,341214016,102618264,201311808,231865760,206633456,239600336,278057600,204558880,141349984,234657344,164234688,149121600,418791424,242560816,205602784,209221632,325063296,609290368,152863744,167500016,189923024,354192320,195797472,171692800,287879328,215156544,1812071296,158148784,391194240,287139680,209717760,500852288,350692512,522744128,287255968,323293248,107309120,243171440,205672000,201859040,245307648,415435648,251260352,419913952
C00015,25451986,20656694,20490636,22210746,20848472,21630780,17664784,25308404,26527570,24137504,20031746,19526528,19485672,17202180,17873636,16509499,19580898,30282916,24793742,25658352,26044538,26764954,15387290,21282714,29753508,27791758,22383694,15697933,24998476,25780256,18865936,16029444,22527604,22986222,16647895,7987956.5,35986332,13781479,32231760,19921958,25056718,23538252,13147690,19093098,29198298,21261814,17091368,14962366,18698282,16552501,13112307,9891463,17127950,9518149,14009483,13760198,10438914,11088952,14950848,15325202,13165228,16856936,12463991,11631890,14726040,13072779,12038517,12175680,12245073,20135024,8719911,9762415,10973386,17422078,15772230,11837668,12089646,5981968.5,15893342,9560763,19205978,9100681,10471371,6859036,17514872,4228246,11447245,12173129,12247203,16604890,6742085.5,15179883,5462810.5,12052646,10492616,10153632
C07880,1765934.625,189338.25,165091.9375,1256763.875,689739.8125,536328.125,1080888.75,112924.5,633299.5625,477896.5313,520711.25,1387756.625,1914903.5,500650.5,1940914.5,322116.9063,777126.125,,1414897.875,1628429,3516787,875840.5,9506115,818897.0625,1231403.5,1643732.75,32230136,,27225092,,36753200,100006.7813,1379648.125,5622999.5,102208.2578,464381,5745775.5,179102.7969,2428790.75,3369303.75,722809,,864498.375,382973.2813,142276.625,160188.6406,1654912.75,728707.875,869404,64038.5781,1024835.375,1255354.875,233857.5,,869404,876498.25,237984.4844,578122.5625,521205.625,5810011,309709.6563,869404,3423703.5,74024.8594,10815948,6925644.5,1350163.75,2868625.75,648528.3125,14926841,2104617.75,187166.6875,474138.6563,915186.625,249818.4688,251243.3281,1085485.75,842772.1875,839373.6875,44860.3672,3959797.25,1177580.25,2798972,227683.7188,308192.5313,,4301203,435830.6875,,236582.7813,8357362.5,2412475.25,1220492,460995.9375,3668383.5,247797.9688
C00141,786756352,672294144,803446400,628510592,860134016,720660864,857094464,831569600,937272384,916953408,694877184,872780096,674569408,712713280,856905088,567299712,768084032,848213888,692979968,883912000,778170176,835631424,695492800,895130368,661408192,579445824,678859392,1050817216,863642112,1042693760,805541248,1110270336,1005550528,699833408,597803776,487228416,925305600,1249065216,908490816,765674496,748473792,1076546176,623484800,879298176,960609216,906500288,958685952,594660352,750841856,897564864,542268096,463664544,522942304,324137376,647586624,368286656,562711744,661905472,588966464,555674688,578748608,503903488,398591008,348775200,568250688,431569440,558215424,551189248,779575424,651540032,378866400,434521536,599575040,588280896,672791360,396593440,396398464,343051072,959353792,318970240,1277951872,490255904,524337024,716486720,690010240,473160352,343234368,659630080,564721728,421660800,491617920,521619712,234408240,477454112,530285376,339091040
