"Peak id","Mass","RT","24_U1.mzXML","24_U2.mzXML","24_U3.mzXML","24_U4.mzXML","24_INFEC_1.mzXML","24_INFEC_2.mzXML","24_INFEC_3.mzXML","24_INFEC_4.mzXML","24_HK1.mzXML","24_HK2.mzXML","24_HK3.mzXML","24_HK4.mzXML","24_SOR_UN1.mzXML","24_SOR_UN2.mzXML","24_SOR_UN3.mzXML","24_SOR_UN4.mzXML","24_SOR_IN2.mzXML","24_SOR_INF1.mzXML","24_SOR_INF3.mzXML","24_SOR_HK1.mzXML","24_SOR_HK2.mzXML","24_SOR_HK3.mzXML","24_SOR_HK4.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","KEGG ID"
"1612","164.0669","2324.51","358810.13","316263.91","322786.06","334141.88","305912.47","318092.44","164067.48","326581.5","324208.5","296036.53","497018.84","361364.25","349943.97","367721.88","325341.28","396721.41","490214.34","401089.63","375801.28","479327.63","348716.03","337144.06","368814.13","positive","No Fragments","O-Ureido-D-serine,O-Ureido-L-serine","C20639,C20651"
"1613","162.929","2181.35","375011.75","429036.72","406250.66","413431.16","406829.91","427847.75","485076.81","428128.28","385433.59","422761.47","306436.59","335506.91","347897.34","212070.22","359279.47","214345.09","232475.72","204925.3","220837.31","207883","248541.38","370850","346849.13","positive","No Fragments","",""
"1614","162.9291","2134.45","363504.41","409567.53","417654.09","417182.88","406971.53","392445","485076.81","395635.69","388139.13","416448.22","285711.47","335506.91","357256.88","194053.92","359279.47","208853.81","225873.28","207389.48","216463.42","197038.52","214578.03","367555.44","322895","positive","No Fragments","",""
"1615","293.2091","223.41","376577.19","397091.34","256884.8","358013.53","124936.7","318791.06","346101.53","315354.13","452440.84","323346.75","365987.97","332379.19","359956.38","370894.5","NA","391914","434980.81","347464","428011.81","419111.97","484418","481177","273655.28","positive","No Fragments","(+)-12-hydroxy-9Z-hexadecenoic acid,10-keto palmitic acid,10-oxo-14-methyl-pentadecanoic acid,11-Oxohexadecanoic acid,11-keto palmitic acid,15-oxo-hexadecanoic acid,16-Oxo-palmitate,16-hydroxy-5-hexadecenoic acid,16-hydroxy-6-hexadecenoic acid,16-hydroxy-9E-hexadecenoic acid,16-hydroxy-9Z-hexadecenoic acid,2-keto palmitic acid,2-methyl-4-oxo-pentadecanoic acid,3-Oxohexadecanoic acid,3-keto palmitic acid,4-keto palmitic acid,5-keto palmitic acid,7-keto palmitic acid,8-Oxohexadecanoic acid,8-keto palmitic acid,9-Oxohexadecanoic acid,9-keto palmitic acid,Ambrettolic acid","C19614,HMDB10733,HMDB30972,HMDB30973,HMDB30978,LMFA01050106,LMFA01050192,LMFA01050193,LMFA01050270,LMFA01050271,LMFA01050272,LMFA01060050,LMFA01060051,LMFA01060052,LMFA01060053,LMFA01060054,LMFA01060055,LMFA01060056,LMFA01060057,LMFA01060058,LMFA01060101,LMFA01060104,LMFA01060105"
"1616","340.2482","228.38","196902.95","303353.5","268250","219037.72","NA","220946.44","163341.67","184738.22","175134.73","170058.97","173842.2","127572.51","306961","484223.47","281447.47","289116.31","435531.94","357333.34","310466.84","393493.06","140917.48","296681","407038.22","positive","No Fragments","8E-Heptadecenedioic acid,Hexocyclium,Plakortic acid","C07811,C17158,LMFA01170053"
"1617","97.0397","262.66","483671.28","480331.84","405515.16","402246.41","443853.44","458477.72","479402.25","406190.38","391406.22","456541","462946.31","448245.97","139151.52","155988.91","178278.77","133299.58","141556.38","142281.28","134724.27","127264.88","135200.44","130732.25","147860.84","positive","No Fragments","",""
"1618","200.0489","509.41","NA","NA","NA","NA","NA","479980.22","133686.67","151529.16","NA","NA","NA","NA","NA","NA","NA","NA","212508.81","187477.31","153205.19","NA","NA","NA","NA","positive","No Fragments","",""
"1619","186.944","2196.41","348518.25","287621","299891.38","271243.94","294873.16","278523.09","139446.58","286858","283988.44","295847.94","476681.31","322798.13","255439.91","376996.16","236245.28","364023.22","379377.63","371178.28","374936.34","409964.5","338714.13","256116.08","274756.28","positive","No Fragments","",""
"1620","628.1945","210.07","72397.62","149592.47","99150.85","139497.98","391626.28","474496.69","351164.44","103311.03","71520.88","64338.23","47690.5","65299.53","89154.16","120340.33","88897.83","120683.02","98809.73","153112.81","451468","116183.31","204843.02","134394.73","159945.86","positive","Annotate in FrAnK","",""
"1621","258.279","590.26","NA","NA","NA","NA","NA","209277.64","150073.63","230776.59","170834.75","155948.81","148911.8","106764.82","NA","NA","NA","NA","458623.91","473925.75","372629.38","314098.97","283824.72","345417.78","270838.94","positive","No Fragments","",""
"1622","76.0757","659.12","256755","163082.8","252794.73","105258.91","52842.02","172381.23","85716.33","132182.63","151800.17","165620.23","261151.06","119102.77","198431.81","191603.2","354061.25","306539.91","383137.59","314747.06","238799.11","191913.25","217720.03","216148.83","472843.81","positive","No Fragments","(R)-1-Aminopropan-2-ol,1-Amino-propan-2-ol,1-Aminopropan-2-ol,Trimethylamine N-oxide","C01104,C03194,C05771,HMDB00925,HMDB12136"
"1623","209.0921","649.46","190313.92","72251.38","346856.66","37329.35","NA","52876.87","22754.73","57679.04","193487.56","48181.27","78363.34","23505.43","76560.27","102736.77","200863.16","178165.69","231305.36","138091.03","98372.77","106659.88","101859.88","123135.33","278159.72","positive","No Fragments","3-Hydroxy-4-methylanthranilate,3-Methoxyanthranilate,3alpha,4,5,7alpha-Tetrahydro-5-hydroxy-1H-isoindole-1,3(2H)-dione,3alpha,4,7,7alpha-Tetrahydro-4-hydroxy-1H-isoindole-1,3(2H)-dione,4-Aminobenzoyl-(beta)-alanine,D-4-Hydroxyphenylglycine,Formyl-5-hydroxykynurenamine,Isopyridoxal,Kynurenine,L-4-Hydroxyphenylglycine,L-Kynurenine,Orthoform,Pyridoxal,p-Aminosalicylic acid methyl ester","C00250,C00328,C01718,C03493,C03986,C05647,C05831,C06051,C12323,C14170,C14171,HMDB00684,HMDB01545,HMDB04290,HMDB12948,HMDB34887,HMDB34889,HMDB60374,HMDB60757,Std2_1_20170612_135749_14"
"1624","202.1187","658.52","74238.05","60140.6","79169.7","16935.47","NA","59529.41","20529.49","57025.72","61225.82","45683.95","81658.16","43972.75","50445.55","59832.73","113558.16","74756.17","106819.85","72979","71267.52","57735.01","55633.7","57942.43","139753.45","positive","No Fragments","4-Acetamido-2-aminobutanoic acid,Alanyl-Alanine,D-Alanyl-D-alanine,Daminozide,N(gamma)-Acetyldiaminobutyrate,N-alpha-Acetyl-L-2,4-diaminobutyrate,N5-Methyl-L-glutamine","C00993,C03153,C06442,C10996,C19929,HMDB03459,HMDB28680,HMDB31411"
"1625","110.0601","432.91","223793.23","150740.17","152302.16","326974.38","46869.93","163608.53","179004.03","391435.63","261332.98","192195.77","471832.34","204690.23","291478.5","307707.59","238086.02","300693.16","299467.38","249283.91","321570.69","232198.28","284831.78","288304.47","287411.78","positive","No Fragments","1-Methyl-2-pyrrolecarboxaldehyde,2-Acetylpyrrole,2-Aminophenol,3-Butyn-1-al,4-Aminophenol,4-Hydroxyaniline,Furan,Hydroxylaminobenzene,m-Aminophenol","C01987,C02372,C02720,C05058,C06145,C14275,HMDB01169,HMDB06853,HMDB13785,HMDB35882,HMDB40582"
"1626","97.0397","2724.87","471135","429082.53","444010","447084.47","471617.75","435659.38","469519.81","429110.84","429122.84","456311.13","438901.66","461513.53","133330.2","150426.72","147243.64","126074.2","144822.59","144685.7","134979.28","142843.83","148857.52","135116.81","169904.31","positive","No Fragments","",""
"1627","300.2016","305.93","213996.64","208998.58","263929.41","270997.47","470755.59","205146.3","201740.41","171728.81","417853.72","206403.39","209728.59","187461.97","186939.19","195875.36","176944.88","241727.2","203334.14","170416.02","181369.38","158589.13","202415.77","199214.44","219322.31","positive","No Fragments","",""
"1628","482.4049","2610.27","347601.91","337353.69","290179.56","275106.63","326288.34","387352.59","335568.06","326341.97","470604.53","295544.38","307634.41","305117.28","200477.53","232079.41","183824.5","201923.33","210712.86","223374.05","210816.77","218387.11","257117.34","181307.83","183813.72","positive","No Fragments","",""
"1629","315.1548","266.9","NA","196325.92","NA","202841.34","NA","125707.83","NA","277119.19","371370.63","96860.88","NA","NA","281027.88","268689.38","230805.64","470455.88","294377.81","302617.09","240809.03","224815.98","340655.88","312095.5","254468.05","positive","No Fragments","Glutaconylcarnitine","HMDB13129"
"1630","437.1933","235.26","423475.09","469533.56","318903.59","259255.31","66036.55","299320","275057.22","231995.78","231429.06","455541.13","283906.03","327475.56","105525.55","170869.89","NA","95593.25","NA","295243.84","212641","210495.91","326581","85349.54","360591.81","positive","No Fragments","4-O-Methylmelleolide,Armillarin,Armillaripin,Clausarinol,Eplerenone,Estra-1,3,5(10)-triene-3,6alpha,17beta-triol triacetate,Estra-1,3,5(10)-triene-3,6beta,17beta-triol triacetate,Magnoshinin","C10658,C12512,C15382,C15440,HMDB14838,HMDB30404,HMDB37039,HMDB39380,HMDB41407"
"1631","120.9723","1601.13","349789.28","300685.13","305476.41","327422.25","330013.09","299822.72","155072.11","292322.91","314297.97","322991.13","467176.13","371091.84","281884.94","367608.81","258686.45","349420.13","437363.97","364314.13","347396.06","391449.03","325242.09","257996.38","288238.84","positive","No Fragments","",""
"1632","122.0063","1625.83","325156.44","308205.16","297384.25","296295.06","281745","303480.78","143946.53","294977.38","285605.25","297075.09","448030.09","332017.16","234084.41","303066.09","254089.28","318671.81","360900.31","334633.81","295053.28","358570.75","297390.06","247252.41","277202.53","positive","No Fragments","",""
"1633","122.0063","1587.05","325156.44","308205.16","304516.78","315219.41","290209.03","303480.78","143946.53","294977.38","300231.06","297075.09","448030.09","338120.22","268361.41","330342.16","268817.16","329908.69","377763.84","334633.81","308828.44","358570.75","336313.19","268782.22","277202.53","positive","No Fragments","",""
"1634","120.9723","1556.24","349789.28","300685.13","335478.91","327422.25","330392.81","295387.44","155072.11","311652.31","314297.97","322991.13","467176.13","371091.84","281884.94","367608.81","258686.45","381825.06","437363.97","364314.13","382288.69","392023.28","325242.09","301004.5","290882.66","positive","No Fragments","",""
"1635","433.2164","224.58","205154.36","260831.44","260015.44","146515.36","NA","227021.38","149571.94","196553.66","112109.91","306192.16","185059.19","182148.38","348308.5","341079.47","364281.59","308374.09","466807.78","344516.06","307076.41","401151.34","270118.81","NA","283198.13","positive","No Fragments","",""
"1636","238.1226","310.12","142616.73","227925.08","199511.81","287383.22","NA","258385.13","200652.67","294823.03","466772.66","229340.97","312001.47","62491.34","315986.91","329838.28","228321.23","327744.97","360074.34","294779.5","233805.66","279133.78","328699.38","338421.5","342618.34","positive","No Fragments","(E)-4-stilbenol,Cis-stilbene oxide,cis-Stilbene oxide,cis-stilbene oxide,trans-4-Hydroxystilbene","C14763,C16014,HMDB59631,LMPK13090024,LMPK13090030"
"1637","570.4575","2562.6","441170.88","368825","377506.31","349830.22","355562.09","423880.94","452034.88","466170.19","452304.25","319265.88","400503.69","366767","261928.64","249315.17","260236.7","288020.63","295825.91","255096.38","304074.75","246626.05","284534.69","320714.75","329375.88","positive","No Fragments","",""
"1638","570.4576","2564.7","441170.88","376501.59","377506.31","349830.22","355562.09","459036.91","454018.94","466170.19","452304.25","329463.5","407384.88","366767","261928.64","249315.17","260236.7","292123.38","295825.91","259051.05","304074.75","246626.05","303974.41","320714.75","329375.88","positive","No Fragments","",""
"1639","212.0328","1828.77","101518.34","146788.27","150048.52","150866.44","23854.12","165074.7","122716.63","118786.27","181234.23","120322.16","116976.94","124169.26","466063.84","387950.63","439481.25","461513.94","447509.66","405672.31","359679.47","387615.63","412246.84","466010.25","462687.81","positive","No Fragments","",""
"1640","250.0508","270.18","382700.31","384018.44","370330.94","426803.25","86124.64","302160.19","279679.63","438851.22","347709.63","350896.34","448716.09","275900.47","365392.66","325789.88","401698.5","426755.91","396500.13","403272.97","395336.5","436608.63","465927.25","342090.59","365089.06","positive","No Fragments","",""
"1641","247.1399","856.72","66001.1","56065.29","105000.24","40400.87","NA","64951.04","NA","NA","74845.63","42449.36","128793.48","56585.7","117594.09","84730.3","193157.73","159759.28","244962.86","142778.81","72162.46","199001.98","141178.86","175784.48","465474.03","positive","No Fragments","D-Octopine,L-N2-(2-Carboxyethyl)arginine","C04137,C06655"
"1642","716.8291","1842.3","104570.38","137988.33","102616.28","220525.34","90521.34","118153.17","220927.2","253339.28","462696.56","97142.81","294952.91","100806.05","201203.38","217208.09","137418.72","323327.41","196797.75","170810.5","155160.3","216780.55","326288.16","229279.69","209818.39","positive","No Fragments","",""
"1643","215.139","267.07","308657.31","182626.44","147198.72","134624.44","16420.11","244020.55","192410.33","197432.56","174234.11","268995.59","341451.44","129281.45","285253.69","343847.41","205719.17","335677.44","259305.33","460388.59","356405.5","288647.88","337709.91","389896.88","340572.59","positive","No Fragments","Dethiobiotin,Hexanoylglycine,Isovalerylalanine,Isovalerylsarcosine,N-Acetyl-L-leucine,N-Acetylisoleucine,N-Acetylleucine,Prolyl-Valine,Swainsonine,Valyl-Proline","C01909,C02710,C10173,HMDB00701,HMDB00747,HMDB02087,HMDB03581,HMDB11756,HMDB29030,HMDB29135,HMDB61684"
"1644","412.3055","202.61","207441.11","331168.69","272260.28","158011.75","NA","201538.58","113229.14","213957.02","157572.56","250294.53","190441.81","121869.3","340957.34","330879.91","395212.34","379364.97","353234.81","460366","401589.41","313964.5","384900.06","312057.25","456581.97","positive","No Fragments","3-Hydroxyhexadecadienoylcarnitine,N-oleoyl glutamic acid","HMDB13335,LMFA08020088"
"1645","886.5574","203.16","85413.38","86134.55","112434.11","60974.28","NA","59583.5","52625.76","75452.4","94661.91","81369.13","80660.96","48025.9","265339.56","197486.55","276525.66","251092.19","253178.89","323008.06","243451.39","265097.16","272395.03","246361.23","221337.45","positive","No Fragments","PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)),PG(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)),PG(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)),PG(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)),PG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)),PG(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)),PG(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z)),PG(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)),PG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)),PG(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z)),PG(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)),PG(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z)),PG(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z)),PG(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z)),PG(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z)),PG(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z)),PG(22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)),PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0),PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z)),PS(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)),PS(20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z)),PS(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z)),PS(20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z)),PS(22:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)),PS(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)),PS(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z)),PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)","HMDB10614,HMDB10627,HMDB10628,HMDB10642,HMDB10643,HMDB10656,LMGP03010587,LMGP03010646,LMGP03010674,LMGP03010749,LMGP03010779,LMGP03010808,LMGP03010835,LMGP03010861,LMGP04010040,LMGP04010365,LMGP04010453,LMGP04010551,LMGP04010581,LMGP04010611,LMGP04010619,LMGP04010640,LMGP04010667,LMGP04010676,LMGP04010772,LMGP04010800,LMGP04010811,LMGP04010827,LMGP04010838"
